company,country,category,phrase,count
Allianz,Italy,maturity__assisted,exploration,2
Allianz,Italy,maturity__assisted,assessing,1
Allianz,Italy,maturity__augmented,expand,1
Allianz,Italy,maturity__augmented,deployed in,1
Allianz,Italy,maturity__augmented,use cases,1
Allianz,Italy,maturity__frontier,end-to-end,10
Allianz,Italy,maturity__frontier,end to end,4
Allianz,Italy,role_evolution__ai_role_titles,data scientists,1
Allianz,Italy,role_evolution__ai_role_titles,mlops,1
Allianz,Italy,role_evolution__ai_role_titles,data scientist,1
Allianz,Italy,role_evolution__oversight_language,guardrails,1
Allianz,Italy,role_evolution__oversight_language,escalated,1
Allianz,Italy,role_evolution__oversight_language,supervise,1
Allianz,Italy,tech_stack__agentic_platform,langchain,2
Allianz,Italy,tech_stack__agentic_platform,autogen,2
Allianz,Italy,tech_stack__agentic_platform,openai,2
Allianz,Italy,tech_stack__agentic_platform,azure openai,1
Allianz,Italy,tech_stack__agentic_platform,llamaindex,1
Allianz,Italy,tech_stack__agentic_platform,anthropic,1
Allianz,Italy,tech_stack__connectors,integration,6
Allianz,Italy,tech_stack__connectors,orchestration,3
Allianz,Italy,tech_stack__connectors,microservices,1
Allianz,Italy,tech_stack__connectors,apis,1
Allianz,Italy,tech_stack__connectors,data pipelines,1
Allianz,Italy,tech_stack__core_systems,policy administration,7
Allianz,Luxembourg,agentic,generative ai,1
Allianz,Luxembourg,agentic,copilot,1
Allianz,Luxembourg,agentic,ai,1
Allianz,Luxembourg,automation_not_agentic,ai,4
Allianz,Luxembourg,automation_not_agentic,automated,1
Allianz,Luxembourg,governance__governance_terms,fairness,4
Allianz,Luxembourg,governance__governance_terms,gdpr,1
Allianz,Luxembourg,maturity__assisted,explore,4
Allianz,Luxembourg,maturity__augmented,expand,3
Allianz,Luxembourg,maturity__augmented,copilot,1
Allianz,Luxembourg,maturity__frontier,autonomously,1
Allianz,Luxembourg,role_evolution__oversight_language,supervision,1
Allianz,Luxembourg,role_evolution__oversight_language,escalation,1
Allianz,Luxembourg,role_evolution__reskilling_culture,learning and development,2
Allianz,Luxembourg,role_evolution__reskilling_culture,ai skills,1
Allianz,Luxembourg,tech_stack__agentic_platform,copilot,1
Allianz,Netherlands,agentic,artificial intelligence,1
Allianz,Netherlands,agentic,ai,1
Allianz,Netherlands,agentic,automatisering,1
Allianz,Netherlands,agentic,genai,1
Allianz,Netherlands,automation_not_agentic,ai,22
Allianz,Netherlands,automation_not_agentic,automation,11
Allianz,Netherlands,automation_not_agentic,automatiseren,4
Allianz,Netherlands,automation_not_agentic,automate,3
Allianz,Netherlands,automation_not_agentic,automated,3
Allianz,Netherlands,automation_not_agentic,machine learning,2
Allianz,Netherlands,automation_not_agentic,automation solutions,2
Allianz,Netherlands,automation_not_agentic,automatisering,2
Allianz,Netherlands,automation_not_agentic,rpa,2
Allianz,Netherlands,automation_not_agentic,automating,2
Allianz,Netherlands,automation_not_agentic,decision support,2
Allianz,Netherlands,automation_not_agentic,artificial intelligence,2
Allianz,Netherlands,automation_not_agentic,geautomatiseerd,1
Allianz,Netherlands,automation_not_agentic,ml,1
Allianz,Netherlands,governance__governance_terms,fairness,6
Allianz,Netherlands,governance__governance_terms,data privacy,4
Allianz,Netherlands,governance__governance_terms,transparency,2
Allianz,Netherlands,governance__governance_terms,model validation,1
Allianz,Netherlands,maturity__assisted,explore,5
Allianz,Netherlands,maturity__assisted,assess,5
Allianz,Netherlands,maturity__assisted,testing,3
Allianz,Netherlands,maturity__assisted,evaluating,1
Allianz,Netherlands,maturity__assisted,evaluation,1
Allianz,Netherlands,maturity__assisted,assessing,1
Allianz,Netherlands,maturity__augmented,use cases,1
Allianz,Netherlands,maturity__frontier,end-to-end,2
Allianz,Netherlands,maturity__frontier,autonomously,1
Allianz,Netherlands,role_evolution__ai_role_titles,data scientist,1
Allianz,Netherlands,role_evolution__reskilling_culture,change management,3
Allianz,Netherlands,role_evolution__reskilling_culture,continuous learning,1
Allianz,Netherlands,tech_stack__connectors,integration,2
Allianz,Netherlands,tech_stack__connectors,low-code,2
Allianz,Netherlands,tech_stack__connectors,no-code,2
Allianz,Netherlands,tech_stack__connectors,api,1
Allianz,Netherlands,tech_stack__connectors,data pipelines,1
Allianz,Netherlands,tech_stack__governance_layer,model validation,1
Allianz,Poland,agentic,ai,9
Allianz,Poland,agentic,generative artificial intelligence,1
Allianz,Poland,agentic,genai,1
Allianz,Poland,agentic,artificial intelligence,1
Allianz,Poland,automation_not_agentic,ai,6
Allianz,Poland,automation_not_agentic,artificial intelligence,2
Allianz,Poland,automation_not_agentic,machine learning,2
Allianz,Poland,automation_not_agentic,ki,2
Allianz,Poland,governance__governance_terms,data governance,2
Allianz,Poland,governance__governance_terms,fairness,1
Allianz,Poland,maturity__assisted,assessment,4
Allianz,Poland,maturity__assisted,assessed,1
Allianz,Poland,maturity__assisted,explore,1
Allianz,Poland,maturity__assisted,testing,1
Allianz,Poland,role_evolution__oversight_language,supervision,1
Allianz,Poland,role_evolution__oversight_language,escalation,1
Allianz,Poland,tech_stack__agentic_platform,databricks,1
Allianz,Poland,tech_stack__connectors,integrated,2
Allianz,Poland,tech_stack__connectors,integration,2
Allianz,Poland,tech_stack__connectors,api,1
Allianz,Portugal,agentic,ai,11
Allianz,Portugal,agentic,artificial intelligence,8
Allianz,Portugal,agentic,ia,6
Allianz,Portugal,agentic,generative artificial intelligence,2
Allianz,Portugal,agentic,genai,2
Allianz,Portugal,agentic,copilot,1
Allianz,Portugal,automation_not_agentic,ai,28
Allianz,Portugal,automation_not_agentic,ia,9
Allianz,Portugal,automation_not_agentic,apprentissage automatique,4
Allianz,Portugal,automation_not_agentic,artificial intelligence,4
Allianz,Portugal,automation_not_agentic,machine learning,4
Allianz,Portugal,automation_not_agentic,intelligence artificielle,3
Allianz,Portugal,automation_not_agentic,automation,2
Allianz,Portugal,automation_not_agentic,inteligencia artificial,2
Allianz,Portugal,automation_not_agentic,aprendizaje automático,2
Allianz,Portugal,automation_not_agentic,aprendizagem automática,1
Allianz,Portugal,automation_not_agentic,inteligência artificial,1
Allianz,Portugal,automation_not_agentic,automating,1
Allianz,Portugal,governance__governance_terms,data privacy,11
Allianz,Portugal,governance__governance_terms,fairness,10
Allianz,Portugal,governance__governance_terms,data governance,4
Allianz,Portugal,governance__governance_terms,transparency,3
Allianz,Portugal,governance__governance_terms,gdpr,3
Allianz,Portugal,governance__governance_terms,ethical ai,1
Allianz,Portugal,governance__governance_terms,eu ai act,1
Allianz,Portugal,governance__governance_terms,ai act,1
Allianz,Portugal,maturity__assisted,explore,13
Allianz,Portugal,maturity__assisted,testing,10
Allianz,Portugal,maturity__assisted,assessment,7
Allianz,Portugal,maturity__assisted,evaluate,4
Allianz,Portugal,maturity__assisted,evaluating,2
Allianz,Portugal,maturity__assisted,assessing,1
Allianz,Portugal,maturity__assisted,assess,1
Allianz,Portugal,maturity__augmented,copilot,1
Allianz,Portugal,maturity__frontier,end-to-end,4
Allianz,Portugal,maturity__frontier,embedded,1
Allianz,Portugal,maturity__frontier,autonomous,1
Allianz,Portugal,role_evolution__oversight_language,supervise,1
Allianz,Portugal,role_evolution__oversight_language,escalate,1
Allianz,Portugal,role_evolution__reskilling_culture,capability building,1
Allianz,Portugal,role_evolution__reskilling_culture,ai literacy,1
Allianz,Portugal,role_evolution__reskilling_culture,continuous learning,1
Allianz,Portugal,role_evolution__reskilling_culture,change management,1
Allianz,Portugal,tech_stack__agentic_platform,copilot,1
Allianz,Portugal,tech_stack__connectors,integration,7
Allianz,Portugal,tech_stack__connectors,integrated,4
Allianz,Portugal,tech_stack__connectors,apis,4
Allianz,Portugal,tech_stack__connectors,microservices,2
Allianz,Portugal,tech_stack__connectors,integrations,2
Allianz,Portugal,tech_stack__connectors,api,2
Allianz,Portugal,tech_stack__connectors,orchestration,1
Allianz,Portugal,tech_stack__connectors,microservice,1
Allianz,Portugal,tech_stack__connectors,kafka,1
Allianz,Portugal,tech_stack__governance_layer,observability,2
Allianz,Romania,agentic,genai,36
Allianz,Romania,agentic,artificial intelligence,34
Allianz,Romania,agentic,generative artificial intelligence,32
Allianz,Romania,agentic,ai,11
Allianz,Romania,agentic,copilot,10
Allianz,Romania,agentic,automation,3
Allianz,Romania,automation_not_agentic,ai,97
Allianz,Romania,automation_not_agentic,automation,23
Allianz,Romania,automation_not_agentic,machine learning,20
Allianz,Romania,automation_not_agentic,artificial intelligence,19
Allianz,Romania,automation_not_agentic,rpa,19
Allianz,Romania,automation_not_agentic,predictive analytics,9
Allianz,Romania,automation_not_agentic,ia,5
Allianz,Romania,automation_not_agentic,automate,3
Allianz,Romania,automation_not_agentic,automated,2
Allianz,Romania,automation_not_agentic,bots,2
Allianz,Romania,automation_not_agentic,workflow engine,1
Allianz,Romania,automation_not_agentic,predictive modelling,1
Allianz,Romania,automation_not_agentic,robotic process automation,1
Allianz,Romania,automation_not_agentic,ocr,1
Allianz,Romania,automation_not_agentic,ml,1
Allianz,Romania,governance__governance_terms,data privacy,60
Allianz,Romania,governance__governance_terms,fairness,35
Allianz,Romania,governance__governance_terms,gdpr,13
Allianz,Romania,governance__governance_terms,data governance,8
Allianz,Romania,governance__governance_terms,transparency,6
Allianz,Romania,governance__governance_terms,ai governance,1
Allianz,Romania,maturity__assisted,explore,40
Allianz,Romania,maturity__assisted,evaluate,33
Allianz,Romania,maturity__assisted,testing,22
Allianz,Romania,maturity__assisted,assessment,14
Allianz,Romania,maturity__assisted,investigate,5
Allianz,Romania,maturity__assisted,assess,5
Allianz,Romania,maturity__assisted,assessed,3
Allianz,Romania,maturity__assisted,assessing,2
Allianz,Romania,maturity__assisted,evaluation,1
Allianz,Romania,maturity__assisted,investigating,1
Allianz,Romania,maturity__assisted,evaluating,1
Allianz,Romania,maturity__augmented,copilot,10
Allianz,Romania,maturity__augmented,assisting,2
Allianz,Romania,maturity__augmented,use cases,2
Allianz,Romania,maturity__augmented,expansion,2
Allianz,Romania,maturity__augmented,scaling,1
Allianz,Romania,maturity__augmented,expand,1
Allianz,Romania,maturity__augmented,expanding,1
Allianz,Romania,maturity__augmented,use case,1
Allianz,Romania,maturity__frontier,end-to-end,10
Allianz,Romania,maturity__frontier,end to end,3
Allianz,Romania,maturity__frontier,at scale,2
Allianz,Romania,role_evolution__ai_role_titles,data engineers,1
Allianz,Romania,role_evolution__ai_role_titles,data engineer,1
Allianz,Romania,role_evolution__oversight_language,supervision,14
Allianz,Romania,role_evolution__oversight_language,escalate,7
Allianz,Romania,role_evolution__oversight_language,escalation,3
Allianz,Romania,role_evolution__oversight_language,supervise,2
Allianz,Romania,role_evolution__oversight_language,supervising,1
Allianz,Romania,role_evolution__oversight_language,escalations,1
Allianz,Romania,role_evolution__reskilling_culture,change management,12
Allianz,Romania,role_evolution__reskilling_culture,continuous learning,3
Allianz,Romania,role_evolution__reskilling_culture,new ways of working,2
Allianz,Romania,role_evolution__reskilling_culture,learning and development,2
Allianz,Romania,role_evolution__reskilling_culture,ai literacy,1
Allianz,Romania,tech_stack__agentic_platform,copilot,10
Allianz,Romania,tech_stack__agentic_platform,microsoft copilot,8
Allianz,Romania,tech_stack__agentic_platform,claude,6
Allianz,Romania,tech_stack__agentic_platform,databricks,1
Allianz,Romania,tech_stack__connectors,integration,10
Allianz,Romania,tech_stack__connectors,integrations,8
Allianz,Romania,tech_stack__connectors,apis,5
Allianz,Romania,tech_stack__connectors,event-driven,2
Allianz,Romania,tech_stack__connectors,data pipelines,2
Allianz,Romania,tech_stack__connectors,api,2
Allianz,Romania,tech_stack__connectors,microservices,1
Allianz,Romania,tech_stack__connectors,data pipeline,1
Allianz,Romania,tech_stack__connectors,orchestration,1
Allianz,Romania,tech_stack__core_systems,tia,2
Allianz,Romania,tech_stack__core_systems,guidewire,2
Allianz,Romania,tech_stack__governance_layer,model governance,1
Allianz,Slovakia,agentic,ai,1
Allianz,Slovakia,agentic,ml,1
Allianz,Slovakia,automation_not_agentic,ai,15
Allianz,Slovakia,automation_not_agentic,automation,4
Allianz,Slovakia,automation_not_agentic,automating,2
Allianz,Slovakia,automation_not_agentic,ml,2
Allianz,Slovakia,governance__governance_terms,fairness,1
Allianz,Slovakia,maturity__assisted,testing,9
Allianz,Slovakia,maturity__assisted,evaluating,1
Allianz,Slovakia,maturity__assisted,assess,1
Allianz,Slovakia,maturity__assisted,explore,1
Allianz,Slovakia,maturity__frontier,end-to-end,4
Allianz,Slovakia,role_evolution__oversight_language,escalation,1
Allianz,Slovakia,role_evolution__reskilling_culture,ai adoption,2
Allianz,Slovakia,role_evolution__reskilling_culture,upskilling,1
Allianz,Slovakia,tech_stack__connectors,integration,4
Allianz,Slovakia,tech_stack__connectors,api,3
Allianz,Spain,agentic,ai,69
Allianz,Spain,agentic,genai,40
Allianz,Spain,agentic,artificial intelligence,17
Allianz,Spain,agentic,agentic,14
Allianz,Spain,agentic,automation,13
Allianz,Spain,agentic,generative artificial intelligence,13
Allianz,Spain,agentic,ml,11
Allianz,Spain,agentic,copilot,9
Allianz,Spain,agentic,agentic ai,7
Allianz,Spain,agentic,generative ai,4
Allianz,Spain,agentic,machine learning,4
Allianz,Spain,agentic,ia,4
Allianz,Spain,agentic,agentic systems,4
Allianz,Spain,agentic,gen-ai,2
Allianz,Spain,agentic,multi-agent,2
Allianz,Spain,agentic,automate,1
Allianz,Spain,agentic,copilots,1
Allianz,Spain,agentic,nlp,1
Allianz,Spain,agentic,ai assistants,1
Allianz,Spain,agentic,intelligent automation,1
Allianz,Spain,agentic,algorithms,1
Allianz,Spain,agentic,ai agents,1
Allianz,Spain,agentic,workflow automation,1
Allianz,Spain,agentic,agent orchestration,1
Allianz,Spain,automation_not_agentic,ai,209
Allianz,Spain,automation_not_agentic,automation,77
Allianz,Spain,automation_not_agentic,machine learning,16
Allianz,Spain,automation_not_agentic,automate,15
Allianz,Spain,automation_not_agentic,automatización,14
Allianz,Spain,automation_not_agentic,ia,14
Allianz,Spain,automation_not_agentic,ml,10
Allianz,Spain,automation_not_agentic,automated,7
Allianz,Spain,automation_not_agentic,inteligencia artificial,6
Allianz,Spain,automation_not_agentic,automating,3
Allianz,Spain,automation_not_agentic,deterministic,3
Allianz,Spain,automation_not_agentic,anomaly detection,2
Allianz,Spain,automation_not_agentic,ivr,2
Allianz,Spain,automation_not_agentic,intelligent automation,1
Allianz,Spain,automation_not_agentic,rule-based,1
Allianz,Spain,automation_not_agentic,deep learning,1
Allianz,Spain,automation_not_agentic,automatizado,1
Allianz,Spain,automation_not_agentic,algorithms,1
Allianz,Spain,automation_not_agentic,nlp,1
Allianz,Spain,automation_not_agentic,artificial intelligence,1
Allianz,Spain,governance__governance_terms,fairness,69
Allianz,Spain,governance__governance_terms,transparency,20
Allianz,Spain,governance__governance_terms,data governance,13
Allianz,Spain,governance__governance_terms,gdpr,7
Allianz,Spain,governance__governance_terms,data privacy,4
Allianz,Spain,governance__governance_terms,eu ai act,2
Allianz,Spain,governance__governance_terms,ai act,2
Allianz,Spain,governance__governance_terms,auditability,2
Allianz,Spain,governance__governance_terms,responsible ai,2
Allianz,Spain,governance__governance_terms,ai governance,2
Allianz,Spain,governance__governance_terms,audit trail,1
Allianz,Spain,maturity__assisted,explore,52
Allianz,Spain,maturity__assisted,testing,49
Allianz,Spain,maturity__assisted,assess,18
Allianz,Spain,maturity__assisted,assessment,17
Allianz,Spain,maturity__assisted,evaluate,10
Allianz,Spain,maturity__assisted,evaluation,5
Allianz,Spain,maturity__assisted,exploring,3
Allianz,Spain,maturity__assisted,evaluating,3
Allianz,Spain,maturity__assisted,investigate,2
Allianz,Spain,maturity__assisted,pilot,2
Allianz,Spain,maturity__assisted,assessing,2
Allianz,Spain,maturity__assisted,poc,2
Allianz,Spain,maturity__assisted,experiment,1
Allianz,Spain,maturity__assisted,proofs of concept,1
Allianz,Spain,maturity__augmented,use cases,14
Allianz,Spain,maturity__augmented,copilot,9
Allianz,Spain,maturity__augmented,expanding,3
Allianz,Spain,maturity__augmented,scaling,3
Allianz,Spain,maturity__augmented,ai-augmented,2
Allianz,Spain,maturity__augmented,augmented,2
Allianz,Spain,maturity__augmented,copilots,1
Allianz,Spain,maturity__augmented,use case,1
Allianz,Spain,maturity__frontier,end-to-end,84
Allianz,Spain,maturity__frontier,at scale,11
Allianz,Spain,maturity__frontier,embedded,7
Allianz,Spain,maturity__frontier,autonomous,6
Allianz,Spain,maturity__frontier,enterprise-wide,5
Allianz,Spain,maturity__frontier,embedded across,1
Allianz,Spain,maturity__frontier,autonomously,1
Allianz,Spain,maturity__frontier,end to end,1
Allianz,Spain,role_evolution__ai_role_titles,mlops,4
Allianz,Spain,role_evolution__ai_role_titles,data engineer,3
Allianz,Spain,role_evolution__ai_role_titles,data scientists,2
Allianz,Spain,role_evolution__ai_role_titles,ai engineer,2
Allianz,Spain,role_evolution__ai_role_titles,prompt engineering,1
Allianz,Spain,role_evolution__ai_role_titles,data scientist,1
Allianz,Spain,role_evolution__ai_role_titles,ai transformation lead,1
Allianz,Spain,role_evolution__ai_role_titles,data engineers,1
Allianz,Spain,role_evolution__ai_role_titles,ai transformation manager,1
Allianz,Spain,role_evolution__oversight_language,guardrails,11
Allianz,Spain,role_evolution__oversight_language,escalation,8
Allianz,Spain,role_evolution__oversight_language,supervision,6
Allianz,Spain,role_evolution__oversight_language,escalations,5
Allianz,Spain,role_evolution__oversight_language,escalate,2
Allianz,Spain,role_evolution__oversight_language,human-in-the-loop,2
Allianz,Spain,role_evolution__reskilling_culture,change management,6
Allianz,Spain,role_evolution__reskilling_culture,continuous learning,3
Allianz,Spain,role_evolution__reskilling_culture,ai adoption,1
Allianz,Spain,role_evolution__reskilling_culture,new ways of working,1
Allianz,Spain,tech_stack__agentic_platform,databricks,19
Allianz,Spain,tech_stack__agentic_platform,copilot,9
Allianz,Spain,tech_stack__agentic_platform,claude,8
Allianz,Spain,tech_stack__agentic_platform,langchain,3
Allianz,Spain,tech_stack__agentic_platform,github copilot,3
Allianz,Spain,tech_stack__agentic_platform,openai,2
Allianz,Spain,tech_stack__agentic_platform,langgraph,2
Allianz,Spain,tech_stack__agentic_platform,autogen,2
Allianz,Spain,tech_stack__agentic_platform,crewai,2
Allianz,Spain,tech_stack__agentic_platform,vertex ai,1
Allianz,Spain,tech_stack__agentic_platform,hugging face,1
Allianz,Spain,tech_stack__agentic_platform,azure ai,1
Allianz,Spain,tech_stack__agentic_platform,azure openai,1
Allianz,Spain,tech_stack__agentic_platform,aws bedrock,1
Allianz,Spain,tech_stack__connectors,integration,33
Allianz,Spain,tech_stack__connectors,api,20
Allianz,Spain,tech_stack__connectors,apis,19
Allianz,Spain,tech_stack__connectors,integrations,13
Allianz,Spain,tech_stack__connectors,data pipelines,11
Allianz,Spain,tech_stack__connectors,kafka,9
Allianz,Spain,tech_stack__connectors,orchestration,8
Allianz,Spain,tech_stack__connectors,event-driven,7
Allianz,Spain,tech_stack__connectors,integrated,6
Allianz,Spain,tech_stack__connectors,microservices,3
Allianz,Spain,tech_stack__connectors,low-code,2
Allianz,Spain,tech_stack__connectors,connector,1
Allianz,Spain,tech_stack__connectors,rest api,1
Allianz,Spain,tech_stack__connectors,workflow orchestration,1
Allianz,Spain,tech_stack__connectors,webhook,1
Allianz,Spain,tech_stack__core_systems,policy administration,7
Allianz,Spain,tech_stack__core_systems,guidewire,1
Allianz,Spain,tech_stack__governance_layer,observability,11
Allianz,Spain,tech_stack__governance_layer,model drift,1
Allianz,Spain,tech_stack__governance_layer,model governance,1
Allianz,Spain,tech_stack__governance_layer,drift detection,1
Allianz,Sweden,automation_not_agentic,ai,1
Allianz,Sweden,maturity__assisted,assess,1
Allianz,Sweden,tech_stack__core_systems,policy administration,1
Allianz,United Kingdom,agentic,ai,5
Allianz,United Kingdom,agentic,generative ai,2
Allianz,United Kingdom,agentic,artificial intelligence,1
Allianz,United Kingdom,agentic,chat bot,1
Allianz,United Kingdom,agentic,bot,1
Allianz,United Kingdom,automation_not_agentic,artificial intelligence,53
Allianz,United Kingdom,automation_not_agentic,ai,45
Allianz,United Kingdom,automation_not_agentic,machine learning,35
Allianz,United Kingdom,automation_not_agentic,ml,5
Allianz,United Kingdom,automation_not_agentic,automated,4
Allianz,United Kingdom,automation_not_agentic,predictive models,2
Allianz,United Kingdom,automation_not_agentic,automate,1
Allianz,United Kingdom,automation_not_agentic,automation,1
Allianz,United Kingdom,governance__governance_terms,fairness,52
Allianz,United Kingdom,governance__governance_terms,responsible artificial intelligence,31
Allianz,United Kingdom,governance__governance_terms,data governance,22
Allianz,United Kingdom,governance__governance_terms,responsible ai,6
Allianz,United Kingdom,governance__governance_terms,explainability,3
Allianz,United Kingdom,governance__governance_terms,transparency,2
Allianz,United Kingdom,governance__governance_terms,audit trails,1
Allianz,United Kingdom,governance__governance_terms,model risk management,1
Allianz,United Kingdom,governance__governance_terms,ai principles,1
Allianz,United Kingdom,governance__governance_terms,model risk,1
Allianz,United Kingdom,governance__governance_terms,model documentation,1
Allianz,United Kingdom,governance__governance_terms,gdpr,1
Allianz,United Kingdom,governance__governance_terms,audit trail,1
Allianz,United Kingdom,maturity__assisted,assess,48
Allianz,United Kingdom,maturity__assisted,testing,12
Allianz,United Kingdom,maturity__assisted,assessment,11
Allianz,United Kingdom,maturity__assisted,explore,10
Allianz,United Kingdom,maturity__assisted,evaluating,8
Allianz,United Kingdom,maturity__assisted,evaluate,5
Allianz,United Kingdom,maturity__assisted,experimentation,2
Allianz,United Kingdom,maturity__assisted,exploration,2
Allianz,United Kingdom,maturity__assisted,evaluation,2
Allianz,United Kingdom,maturity__assisted,assessing,2
Allianz,United Kingdom,maturity__assisted,experiment,1
Allianz,United Kingdom,maturity__assisted,investigating,1
Allianz,United Kingdom,maturity__assisted,investigate,1
Allianz,United Kingdom,maturity__augmented,assisting,7
Allianz,United Kingdom,maturity__augmented,expanding,2
Allianz,United Kingdom,maturity__augmented,use cases,1
Allianz,United Kingdom,maturity__augmented,use case,1
Allianz,United Kingdom,maturity__augmented,expand,1
Allianz,United Kingdom,maturity__frontier,end-to-end,16
Allianz,United Kingdom,maturity__frontier,embedded,3
Allianz,United Kingdom,maturity__frontier,autonomously,2
Allianz,United Kingdom,role_evolution__ai_role_titles,data scientist,3
Allianz,United Kingdom,role_evolution__ai_role_titles,lead data scientist,2
Allianz,United Kingdom,role_evolution__ai_role_titles,data scientists,1
Allianz,United Kingdom,role_evolution__ai_role_titles,mlops,1
Allianz,United Kingdom,role_evolution__ai_role_titles,data engineer,1
Allianz,United Kingdom,role_evolution__oversight_language,escalate,5
Allianz,United Kingdom,role_evolution__oversight_language,escalation,4
Allianz,United Kingdom,role_evolution__oversight_language,supervise,3
Allianz,United Kingdom,role_evolution__oversight_language,escalated,3
Allianz,United Kingdom,role_evolution__oversight_language,escalations,2
Allianz,United Kingdom,role_evolution__reskilling_culture,learning and development,4
Allianz,United Kingdom,role_evolution__reskilling_culture,continuous learning,4
Allianz,United Kingdom,role_evolution__reskilling_culture,skilling,4
Allianz,United Kingdom,role_evolution__reskilling_culture,data literacy,1
Allianz,United Kingdom,role_evolution__reskilling_culture,change management,1
Allianz,United Kingdom,role_evolution__reskilling_culture,ai skills,1
Allianz,United Kingdom,tech_stack__agentic_platform,databricks,11
Allianz,United Kingdom,tech_stack__agentic_platform,openai,1
Allianz,United Kingdom,tech_stack__connectors,integration,6
Allianz,United Kingdom,tech_stack__connectors,integrated,6
Allianz,United Kingdom,tech_stack__connectors,data pipelines,1
Allianz,United Kingdom,tech_stack__connectors,orchestration,1
Allianz,United Kingdom,tech_stack__connectors,apis,1
Allianz,United Kingdom,tech_stack__connectors,api,1
Allianz,United Kingdom,tech_stack__core_systems,policy administration,2
Allianz,United Kingdom,tech_stack__core_systems,claims system,1
Allianz,United Kingdom,tech_stack__governance_layer,model governance,1
Alm Brand Group,Denmark,automation_not_agentic,ai,12
Alm Brand Group,Denmark,automation_not_agentic,automation,3
Alm Brand Group,Denmark,automation_not_agentic,automated,1
Alm Brand Group,Denmark,governance__governance_terms,transparency,4
Alm Brand Group,Denmark,maturity__assisted,evaluate,8
Alm Brand Group,Denmark,maturity__assisted,assessment,2
Alm Brand Group,Denmark,maturity__assisted,evaluating,1
Alm Brand Group,Denmark,maturity__assisted,testing,1
Alm Brand Group,Denmark,role_evolution__reskilling_culture,continuous learning,1
Alm Brand Group,Denmark,tech_stack__connectors,integrations,1
Alm Brand Group,Denmark,tech_stack__connectors,integration,1
Aviva,Ireland,maturity__assisted,investigating,1
Aviva,United Kingdom,agentic,ai,2
Aviva,United Kingdom,agentic,machine learning,1
Aviva,United Kingdom,agentic,generative ai,1
Aviva,United Kingdom,agentic,ml,1
Aviva,United Kingdom,automation_not_agentic,ai,15
Aviva,United Kingdom,automation_not_agentic,machine learning,2
Aviva,United Kingdom,governance__governance_terms,trustworthy ai,1
Aviva,United Kingdom,maturity__assisted,assess,5
Aviva,United Kingdom,maturity__assisted,testing,2
Aviva,United Kingdom,maturity__assisted,investigating,1
Aviva,United Kingdom,maturity__assisted,assessment,1
Aviva,United Kingdom,maturity__assisted,explore,1
Aviva,United Kingdom,maturity__assisted,assessing,1
Aviva,United Kingdom,maturity__assisted,exploration,1
Aviva,United Kingdom,maturity__assisted,exploring,1
Aviva,United Kingdom,maturity__assisted,evaluate,1
Aviva,United Kingdom,maturity__frontier,end to end,2
Aviva,United Kingdom,maturity__frontier,at scale,2
Aviva,United Kingdom,maturity__frontier,enterprise-wide,1
Aviva,United Kingdom,role_evolution__ai_role_titles,data scientist,2
Beazley,Germany,governance__governance_terms,fairness,1
Beazley,Germany,maturity__assisted,assess,2
Beazley,Germany,maturity__assisted,evaluating,1
Beazley,Germany,maturity__assisted,evaluate,1
Beazley,United Kingdom,agentic,automation,1
Beazley,United Kingdom,automation_not_agentic,automation,6
Beazley,United Kingdom,automation_not_agentic,automated,2
Beazley,United Kingdom,automation_not_agentic,ml,1
Beazley,United Kingdom,automation_not_agentic,automate,1
Beazley,United Kingdom,governance__governance_terms,fairness,5
Beazley,United Kingdom,governance__governance_terms,model documentation,3
Beazley,United Kingdom,governance__governance_terms,data governance,1
Beazley,United Kingdom,governance__governance_terms,auditability,1
Beazley,United Kingdom,governance__governance_terms,model validation,1
Beazley,United Kingdom,maturity__assisted,explore,8
Beazley,United Kingdom,maturity__assisted,evaluate,6
Beazley,United Kingdom,maturity__assisted,investigate,2
Beazley,United Kingdom,maturity__assisted,testing,2
Beazley,United Kingdom,maturity__assisted,assessing,2
Beazley,United Kingdom,maturity__assisted,assessment,2
Beazley,United Kingdom,maturity__assisted,assessed,1
Beazley,United Kingdom,maturity__assisted,investigating,1
Beazley,United Kingdom,maturity__augmented,assisting,1
Beazley,United Kingdom,maturity__frontier,end-to-end,2
Beazley,United Kingdom,maturity__frontier,autonomously,1
Beazley,United Kingdom,maturity__frontier,end to end,1
Beazley,United Kingdom,role_evolution__oversight_language,supervise,5
Beazley,United Kingdom,role_evolution__oversight_language,escalation,2
Beazley,United Kingdom,role_evolution__oversight_language,escalate,1
Beazley,United Kingdom,role_evolution__reskilling_culture,upskilling,2
Beazley,United Kingdom,tech_stack__connectors,integrated,2
Beazley,United Kingdom,tech_stack__governance_layer,model governance,1
Beazley,United Kingdom,tech_stack__governance_layer,model validation,1
Bolttech,Portugal,automation_not_agentic,rpa,2
Bolttech,Portugal,automation_not_agentic,ai,2
Bolttech,Portugal,maturity__assisted,testing,2
Bolttech,Portugal,maturity__frontier,end to end,2
Bolttech,Portugal,tech_stack__connectors,api,2
Coface,Belgium,maturity__augmented,expand,1
Coface,England,maturity__assisted,explore,1
Coface,England,maturity__augmented,expansion,5
Coface,England,maturity__augmented,expanding,2
Coface,England,maturity__frontier,autonomous,1
Coface,England,role_evolution__oversight_language,escalation,2
