company,country,region,is_english,job_title,signal_count,distinct_phrases,phrases_found
Allianz,Hungary,EU,yes,Technical Release Manager_2278,9,6,ai; automate; automation; autonomously; end-to-end; testing
Allianz,France,EU,yes,Ops Performance Analyst,8,8,ai; artificial intelligence; automation; change management; data governance; explore; fairness; machine learning
Allianz,Spain,EU,yes,Head of Office App1 (m/f/d)_3072,2,2,ai; genai
Allianz,Romania,EU,yes,Media Intelligence Specialist (with German),7,7,ai; artificial intelligence; evaluate; explore; genai; generative artificial intelligence; new ways of working
Allianz,Romania,EU,yes,Actuarial Specialist with Python,8,8,ai; artificial intelligence; assessment; evaluate; explore; genai; generative artificial intelligence; model governance
Allianz,Romania,EU,yes,Financial Planning & Controlling Lead,13,9,ai; artificial intelligence; automate; automation; copilot; evaluate; genai; generative artificial intelligence; supervise
Allianz,Romania,EU,yes,Senior Business Analyst - Insurance Transformation,17,12,ai; apis; artificial intelligence; assisting; automation; evaluate; genai; generative artificial intelligence; guidewire; integrations; testing; use cases
Allianz,Romania,EU,yes,People Operations Admin with Hungarian&English,7,7,ai; artificial intelligence; evaluate; explore; fairness; genai; generative artificial intelligence
Allianz,Portugal,EU,yes,Compliance Expert,4,4,ai; assessment; explore; fairness
Allianz,France,EU,no,Chargé(e)s Téléservices H/F 1,0,0,
Allianz,France,EU,no,Conseiller en Gestion de Patrimoine Expérimenté H/F - Bar-Le-Duc (55),2,2,ia; intelligence artificielle
Allianz,Germany,EU,no,Werkstudent im Projektmanagement (m/w/d),2,1,künstliche intelligenz
Allianz,Czechia,EU,no,Konzultant / Konzultantka Centra služeb zákazníkům,7,4,ai; copilot; genlab ai; microsoft copilot
Allianz,Germany,EU,no,Ausbildung 2027 - Duales Studium BWL - Risk and Insurance Management (m/w/d),1,1,fairness
Allianz,Ireland,EU,yes,Claims Officer - German,5,5,ai; artificial intelligence; data governance; learning and development; machine learning
Allianz,Germany,EU,no,Mitarbeiter Ausweisstelle (m/w/d),1,1,künstliche intelligenz
Allianz,France,EU,no,Gestionnaire Financier (H/F) - Alternance,2,2,ia; intelligence artificielle
Allianz,Germany,EU,no,Senior-Aktuar (m/w/d),3,2,end-to-end; machine learning
Allianz,United Kingdom,UK,yes,Principal Pricing Analyst,6,6,databricks; escalated; fairness; machine learning; responsible artificial intelligence; skilling
Allianz,Germany,EU,no,Produktmanager Rechtsschutzversicherung (m/w/d),1,1,künstliche intelligenz
Allianz,Germany,EU,no,Referent Event Security & Executive Protection (m/w/d),2,2,digital skills; künstliche intelligenz
Allianz,United Kingdom,UK,yes,Manager - Corporate Development,10,8,ai; artificial intelligence; evaluate; evaluating; integrated; integration; machine learning; ml
Allianz,United Kingdom,UK,yes,"Senior Underwriter - US Casualty (US Desk, London)",2,2,ai; assessment
Allianz,Germany,EU,yes,Conversational AI Engineer (Senior),42,19,ai; ai engineer; api; apis; at scale; automation; claude; copilot; end-to-end; escalation; evaluation; explore; fairness; github copilot; integration; integrations; observability; rest api; use cases
Allianz,Germany,EU,yes,Intern/Working Student Executive Office & IT Transformation Program (m/f/d),11,7,ai; continuous learning; end-to-end; explore; fairness; generative ai; integration
Allianz,Bulgaria,EU,yes,Pricing Actuary / Data Analyst,4,2,ai; copilot
Allianz,Spain,EU,no,Senior Expert Controlling - Seguros de Vida,6,3,automatización; copilot; ia
Allianz,France,EU,no,Conseiller Commercial en Protection Sociale Expérimenté H/F - Marseille (13),2,2,ia; intelligence artificielle
Allianz,Germany,EU,yes,Senior Backend Engineer (m/f/d),41,20,ai; ai architects; api; apis; auditability; automated; claude; copilot; end-to-end; event-driven; experiment; github copilot; kafka; microservices; ml; ml engineers; mlops; observability; rest api; testing
Allianz,Bulgaria,EU,yes,Money Laundering Reporting Officer (MRLO),7,6,assess; assessment; audit trail; copilot; escalate; escalated
Allianz,Italy,EU,yes,Digital Marketing Specialist,6,5,ai; automation; evaluation; expand; generative ai
Allianz,Germany,EU,yes,Head of Global Data Products (m/f/d)_ 2860,13,9,agentic; ai; data engineers; end-to-end; escalations; genai; integration; machine learning; ml
Allianz,Germany,EU,no,Praktikant im Bereich Projektmanagement mit Schwerpunkt auf Künstliche Intelligenz (m/w/d),6,3,fairness; ki; künstliche intelligenz
Allianz,Portugal,EU,no,Estagiário/a de Sinistros AT (m/f/d),1,1,ia
Allianz,Germany,EU,no,Werkstudent im Bereich Externenmanagement (m/w/d),1,1,künstliche intelligenz
Allianz,Italy,EU,no,Sales Manager,3,1,ai
Allianz,Germany,EU,no,Ausbildungsintegriertes Studium Financial Service - Insurance (AIS) (m/w/d),1,1,fairness
Allianz,Portugal,EU,no,Especialista de Atención al Cliente Bilingüe (Español y Portugués),6,5,aprendizaje automático; explore; fairness; ia; inteligencia artificial
Allianz,Germany,EU,no,Ausbildung 2027 - Kaufleute für Versicherungen und Finanzanlagen (m/w/d),1,1,fairness
Allianz,Spain,EU,no,Asesor/a Comercial BCN,0,0,
Allianz,Germany,EU,no,Ausbildung 2027 - Duales Studium Informatik (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Ausbildung 2027 - Duales Studium Wirtschaftsinformatik (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Ausbildung 2027 - Duales Studium Versicherungswesen (m/w/d),1,1,fairness
Allianz,Poland,EU,no,Business Development Manager,2,2,ai; ki
Allianz,Germany,EU,no,Ausbildung 2027 - Kaufleute für Versicherungen und Finanzanlagen (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Ausbildung 2027 - Kaufleute für Versicherungen und Finanzanlagen (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Ausbildung 2027 - Koch (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Ausbildung 2027 - Koch (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Lebensversicherungsspezialist:in (m/w/d) im Bankenvertrieb in Dresden,0,0,
Allianz,Germany,EU,no,Ausbildung 2027 - Kaufleute für Versicherungen und Finanzanlagen (m/w/d),1,1,fairness
Allianz,Czechia,EU,no,Projektový manažer / manažerka,7,4,ai; allianz gpt; copilot; genlab ai
Allianz,Poland,EU,no,Ekspert/ka ds. Sprawozdawczo√Ö¬õci Finansowej,2,2,ai; ki
Allianz,Germany,EU,no,Werkstudent - Real Estate & Facility Management (m/w/d),3,2,automatisierung; ki
Allianz,Hungary,EU,no,Junior befektetési szakértő,1,1,ai
Allianz,Belgium,EU,no,Junior Sales Manager Non-Life,2,1,ai
Allianz,France,EU,no,Conseiller en Gestion de Patrimoine Expérimenté H/F - Aix-en-Provence (13),2,2,ia; intelligence artificielle
Allianz,France,EU,no,Conseiller en Gestion de Patrimoine Expérimenté H/F - Salon-de-Provence (13),2,2,ia; intelligence artificielle
Allianz,Germany,EU,no,Werkstudent im Bereich ADAC Kraft Schaden (m/w/d),3,3,fairness; genai; künstliche intelligenz
Allianz,Slovakia,EU,no,IT Delivery Specialist,4,2,ai; api
Allianz,France,EU,no,Conseiller en Gestion de Patrimoine Expérimenté H/F - Mauriac (15),2,2,ia; intelligence artificielle
Allianz,Germany,EU,no,Kaufmännische Aushilfen für die Verwaltung (w/m/d),0,0,
Allianz,Spain,EU,no,Automation & AI Analyst,17,7,ai; automation; automatización; data scientist; ia; inteligencia artificial; machine learning
Allianz,Germany,EU,no,Werkstudent im Bereich Inputmanagement & Workflow (m/w/d),0,0,
Allianz,Germany,EU,no,Werkstudent im Bereich ADAC Kraft Schaden (m/w/d),3,3,fairness; genai; künstliche intelligenz
Allianz,Germany,EU,no,Werkstudent in der Salesfluencer Vertriebsunterstützung (m/w/d),2,2,fairness; künstliche intelligenz
Allianz,Belgium,EU,no,Sales Manager Non-Life - Corporate Brokers Nationaal,2,1,ai
Allianz,France,EU,no,Gestionnaire Indemnisation Recours Conventionnel - F/H - Alternance,2,2,ia; intelligence artificielle
Allianz,France,EU,no,Conseiller Expérimenté en Gestion de Patrimoine H/F - La Roche-sur-Yon (85),2,2,ia; intelligence artificielle
Allianz,France,EU,no,Conseiller Expérimenté en Gestion de Patrimoine H/F - Challans / Vendée  (85),2,2,ia; intelligence artificielle
Allianz,Germany,EU,no,Werkstudent im Vertrieb (20 Std./Wo.) bei der Allianz Pension Partners GmbH in Hannover (w/m/d),0,0,
Allianz,Belgium,EU,no,Sales Manager Life Vlaams Brabant - Brussel - Waals Brabant,2,1,ai
Allianz,Spain,EU,no,BBVA Allianz - Especialista de Riesgos y Solvencia II,7,2,copilot; testing
Allianz,Germany,EU,no,Werkstudent im Bereich Qualitäts- und Testmanagement (m/w/d),4,4,end-to-end; fairness; künstliche intelligenz; testing
Allianz,France,EU,no,Assistant pilotage Direction de la Conformité (H/F) - Alternance,3,3,automatisation; ia; intelligence artificielle
Allianz,France,EU,no,Responsable de Centre de Relation Bancaire (H/F),3,1,supervision
Allianz,Germany,EU,no,Ausbildung 2027 - Kaufleute für Versicherungen und Finanzanlagen (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Lebensversicherungsspezialist:in (m/w/d) im Bankenvertrieb in Frankfurt,0,0,
Allianz,Germany,EU,no,Ausbildung 2027 - Duales Studium BWL - Risk and Insurance Management (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Ausbildung 2027 -  Maschinen- und Anlagenführer (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Ausbildung 2027 - Kaufleute für Versicherungen und Finanzanlagen (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Ausbildung 2027 - Duales Studium Wirtschaftsmathematik (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Ausbildung 2027 - Koch (m/w/d),1,1,fairness
Allianz,Germany,EU,no,"Ausbildungsintegriertes Studium BWL - Finanzwirtschaft, Individualversicherungsmanagement (m/w/d)",2,2,fairness; künstliche intelligenz
Allianz,Germany,EU,no,Ausbildung 2027 - Kaufleute für Versicherungen und Finanzanlagen (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Ausbildung 2027 - Kaufleute für Versicherungen und Finanzanlagen (m/w/d),1,1,fairness
Allianz,Germany,EU,no,Ausbildung 2027 - Duales Studium Wirtschafts- und Organisationswissenschaften (m/w/d),1,1,fairness
Allianz,France,EU,no,Responsable de département actuariat (H/F) CDD,1,1,ia
Allianz,Germany,EU,no,Werkstudent - Fahrzeugtechnik & Mobilitätsthemen im Allianz Zentrum für Technik (m/w/d),1,1,künstliche intelligenz
Allianz,Spain,EU,no,Senior Expert Sales Communication & Adoption,0,0,
Allianz,France,EU,no,Conseiller Expérimenté en Gestion de Patrimoine H/F - Les Sables-d'Olonne (85),2,2,ia; intelligence artificielle
Allianz,Germany,EU,no,Ausbildung 2027 - Kaufleute für Versicherungen und Finanzanlagen / Industrieversicherung (m/w/d),1,1,fairness
Allianz,Czechia,EU,no,Brigáda do oddělení pojistné matematiky,7,4,ai; copilot; genlab ai; microsoft copilot
Allianz,Romania,EU,yes,IAM Governance Deputy,16,11,ai; artificial intelligence; assessed; assessment; data privacy; evaluate; explore; fairness; gdpr; genai; generative artificial intelligence
Allianz,Germany,EU,no,Ausbildung 2027 - Duales Studium Risk and Insurance Management (m/w/d),1,1,fairness
Allianz,Germany,EU,yes,Senior Transformation Manager (m/w/d),6,6,continuous learning; evaluate; explore; fairness; supervision; testing
Allianz,Bulgaria,EU,no,Касиер в Бизнес център Разград,0,0,
Allianz,Czechia,EU,no,Konzultant/ka zákaznického centra - 100% Home Office,7,4,ai; copilot; genlab ai; microsoft copilot
Allianz,Belgium,EU,no,Sales Manager Employee Benefits(Franstalige Brokers),1,1,ai
Allianz,United Kingdom,UK,yes,Lead Data Scientist,24,18,ai; ai principles; data scientist; data scientists; end-to-end; evaluation; experimentation; explainability; exploration; fairness; lead data scientist; machine learning; mlops; model governance; model risk; model risk management; predictive models; responsible ai
Allianz,Hungary,EU,yes,Cloud & AI Infrastructure-Engineer_2644,18,11,ai; amazon bedrock; automate; automated; claude; guardrails; observability; orchestration; scaling; testing; use cases
Allianz,Germany,EU,no,Werkstudent in Data Products & Agile Transformation (m/w/d),6,4,ai; ki; künstliche intelligenz; use cases
Allianz,Romania,EU,yes,Claims officer,9,7,ai; artificial intelligence; explore; fairness; machine learning; predictive analytics; supervision
Allianz,Italy,EU,yes,Capital & Liquidity Management Analyst,1,1,evaluation
Allianz,Belgium,EU,yes,Customer Assistance Coordinator - Home and Roadside Assistance,7,5,ai; artificial intelligence; assess; data governance; machine learning
Allianz,Germany,EU,no,Werkstudent im Projektmanagement mit Schwerpunkt Daten (m/w/d),2,2,automatisierung; künstliche intelligenz
Allianz,Germany,EU,no,Ausbildung 2027 - Duales Studium BWL / Food Management (m/w/d),1,1,fairness
Allianz,United Kingdom,UK,yes,UK Product Expert - LoB Specialty Lines,5,4,ai; artificial intelligence; data governance; machine learning
Allianz,Ireland,EU,yes,Care Advisor - Portuguese,5,5,ai; artificial intelligence; data governance; learning and development; machine learning
Allianz,Austria,EU,no,Key Account Manager (m/w/d)  Ost,1,1,fairness
Allianz,France,EU,no,Chargé d'appui commercial (H/F) - Alternance,2,2,ia; intelligence artificielle
Allianz,Germany,EU,no,Senior Business Analyst für den Tribe Leistung (m/w/d),5,4,ai; generative ai; integration; künstliche intelligenz
Allianz,Belgium,EU,no,Senior Sales Manager IFA - Wealth & Investment Solutions,3,2,ai; end-to-end
Allianz,Romania,EU,yes,Sales Manager,9,6,ai; artificial intelligence; copilot; expand; genai; learning and development
Allianz,Germany,EU,yes,"Working Student / Intern - Legal (Corporate, Regulatory & Technology (m/f/d)",8,4,ai; automation; explore; fairness
Allianz,Germany,EU,yes,Dual master's degree with SIBE: Junior HR Transformation Manager at Allianz SE (m/f/d),8,4,ai; artificial intelligence; assessment; integrated
Allianz,France,EU,no,Assistant chargé de contenus digitaux (H/F) - Alternance,12,4,copilot; gemini; ia; ia générative
Allianz,Ireland,EU,yes,Product Manager,4,4,ai; expanding; explore; fairness
Allianz,Germany,EU,no,Praktikant oder Werkstudent im Bereich bAV und Kapitalanlage bei der Allianz Pension Consult (w/m/d),0,0,
Allianz,Bulgaria,EU,yes,Card Products Manager,3,3,ai; explore; fairness
Allianz,Germany,EU,no,Vertriebsmitarbeiter (m/w/d) POS GmbH,1,1,ki
Allianz,Italy,EU,no,Junior AML Specialist,3,1,ai
Allianz,France,EU,no,Communication Webmaster (H/F) - Alternance,2,2,ia; intelligence artificielle
Allianz,Netherlands,EU,yes,Strategic Portfolio Consultant,2,2,ai; evaluating
Allianz,Germany,EU,no,Werkstudent im Bereich Vertrieb (m/w/d),1,1,künstliche intelligenz
Allianz,Bulgaria,EU,yes,Chief Expert Back-office,2,2,explore; fairness
Allianz,France,EU,no,Chargé d'innovation digitale et commerciale (H/F) - Alternance,8,5,automate; automatisation; automatiser; ia; intelligence artificielle
Allianz,France,EU,no,Juriste Protection Juridique (H/F) - Alternance - Paris ou Lyon,2,2,ia; intelligence artificielle
Allianz,Romania,EU,yes,Sales Director SEE,6,4,ai; assess; expanding; expansion
Allianz,Romania,EU,yes,Financial Claims Specialist (Property & Casualty) with French,8,7,ai; artificial intelligence; automation; escalate; evaluate; genai; generative artificial intelligence
Allianz,Spain,EU,no,Cybersecurity Architect,10,5,ai; automatización; genai; ia; inteligencia artificial
Allianz,Germany,EU,yes,Working Student Compliance & Audit Allianz Cyber Defense Center (m/f/d),7,6,artificial intelligence; assess; continuous learning; end-to-end; explore; fairness
Allianz,France,EU,no,Assistant projet et pilotage / Communication (H/F) - Alternance,3,2,ia; intelligence artificielle
Allianz,Italy,EU,yes,Claims Solution Designer_2059,44,24,agentic; agentic ai; agentic workflows; ai; assess; assessing; autogen; automated; automation; deployed in; end-to-end; explainability; explore; fairness; genai; generative ai; guardrails; integration; langchain; microservices; multi-agent; orchestration; use cases; virtual assistants
Allianz,France,EU,no,Chef de projet Data Analyste et CRO - Alternance,3,2,ia; intelligence artificielle
Allianz,Belgium,EU,no,Sales Expert Leven,1,1,ai
Allianz,Germany,EU,yes,Project Manager (m/f/d),2,2,expand; learning and development
Allianz,Bulgaria,EU,yes,Specialist Leasing Operations,4,2,ai; copilot
Allianz,United Kingdom,UK,yes,Marketing Campaign Manager,4,4,artificial intelligence; fairness; responsible artificial intelligence; testing
Allianz,Bulgaria,EU,yes,Expert ATM & POS,5,3,ai; assisting; copilot
Allianz,United Kingdom,UK,yes,Home Pricing Manager,6,6,ai; databricks; evaluation; fairness; machine learning; responsible ai
Allianz,Spain,EU,no,Domain Architect,8,3,api; apis; guardrails
Allianz,Germany,EU,no,Praktikant im Recruiting und Talentmanagement (w/m/d),1,1,künstliche intelligenz
Allianz,Romania,EU,yes,Data Privacy Expert with Italian,24,10,ai; artificial intelligence; data privacy; evaluate; explore; fairness; gdpr; genai; generative artificial intelligence; tia
Allianz,United Kingdom,UK,yes,Senior Delegated Authority Underwriter,7,7,artificial intelligence; assisting; continuous learning; databricks; evaluating; fairness; responsible artificial intelligence
Allianz,Ireland,EU,yes,Business Development Executive - Commercial,5,4,accountability framework; ai; artificial intelligence; transparency
Allianz,Germany,EU,no,Projektleiter (m/w/d) Großschaden/ Projekte - Raum Nürnberg und Umland,0,0,
Allianz,Bulgaria,EU,yes,Claims Handler (Standard Claims),2,2,ai; assess
Allianz,Belgium,EU,yes,HR Business Partner,4,4,ai; change management; integrated; integration
Allianz,France,EU,yes,APPRENTICESHIP - SAP BFC ADMINISTRATOR W/M,2,2,autonomous; testing
Allianz,Germany,EU,no,Werkstudent im Bereich Kraft Schaden (m/w/d),1,1,künstliche intelligenz
Allianz,Germany,EU,no,Werkstudent Marketing bei der Allianz Pension Partners GmbH in München (w/m/d),0,0,
Allianz,Germany,EU,yes,Global Compliance IT Officer (m/f/d) at Allianz SE,33,18,ai; ai act; ai governance; assess; automation; change management; data governance; escalate; escalation; eu ai act; explainability; explore; fairness; gdpr; integration; testing; transparency; use cases
Allianz,Germany,EU,no,Werkstudent - Einkauf (m/w/d),0,0,
Allianz,Romania,EU,yes,Assistance Agent,8,6,ai; artificial intelligence; investigate; machine learning; predictive analytics; supervision
Allianz,United Kingdom,UK,yes,Principal Pricing Analyst,8,7,artificial intelligence; assisting; databricks; fairness; machine learning; responsible artificial intelligence; skilling
Allianz,Spain,EU,yes,"Security, Vulnerability & Compliance Manager (m/f/d)",24,14,ai; ai act; automation; end-to-end; enterprise-wide; escalation; escalations; eu ai act; explore; fairness; gdpr; genai; testing; transparency
Allianz,Romania,EU,yes,Senior Data Engineer,18,16,ai; artificial intelligence; automated; automation; data engineer; data engineers; data pipeline; data pipelines; databricks; evaluate; genai; generative artificial intelligence; learning and development; machine learning; predictive modelling; testing
Allianz,United Kingdom,UK,yes,Senior Pricing Actuary (m/f/d),10,9,ai; artificial intelligence; automated; databricks; explore; integration; machine learning; ml; model documentation
Allianz,Spain,EU,yes,Vendor Management Expert (People & Culture)(m/f/d)_2901,7,7,ai; assess; change management; data privacy; end-to-end; genai; transparency
Allianz,Germany,EU,no,Werkstudent im Bereich Real Estate Management (m/w/d),1,1,fairness
Allianz,Germany,EU,yes,Working Student in Global Insurance Management at Allianz SE (m/f/d),4,4,artificial intelligence; explore; fairness; testing
Allianz,Germany,EU,yes,Engagement & Culture Intern (m/f/d),4,4,continuous learning; end-to-end; explore; fairness
Allianz,United Kingdom,UK,yes,"Underwriter (m/f/d) Offshore Energy, Natural Resources",2,2,ai; assess
Allianz,France,EU,no,Conseiller Bancaire (H/F) - Alternance,2,2,ia; intelligence artificielle
Allianz,Portugal,EU,no,Assistente de Apoio ao Cliente Bilingue (Português e Francês),4,4,aprendizagem automática; explore; fairness; ia
Allianz,France,EU,yes,Intern Private Markets Investment Specialists (f/m/d),7,5,ai; ai skills; explore; fairness; learning and development
Allianz,Germany,EU,no,Underwriter Construction Large Corp (m/w/d),2,2,ki; ml
Allianz,United Kingdom,UK,yes,Pricing Manager,5,5,artificial intelligence; databricks; fairness; machine learning; responsible artificial intelligence
Allianz,France,EU,no,Indemnisateur Responsabilité Civile Grandes Comptes,1,1,ia
Allianz,Germany,EU,no,Ausbildungsintegriertes Studium BWL mit Versicherungswirtschaft (m/w/d),1,1,fairness
Allianz,Italy,EU,yes,SENIOR PRICING ACTUARY - P&C,4,4,assess; evaluate; evaluation; machine learning
Allianz,France,EU,yes,Intern Assistant Developer (f/m/d) - Limited to 6 months,9,5,ai; explore; fairness; learning and development; use cases
Allianz,Romania,EU,yes,Data Privacy & Safeguarding Champion,25,10,ai; artificial intelligence; assessment; data privacy; evaluate; explore; fairness; genai; generative artificial intelligence; use case
Allianz,United Kingdom,UK,yes,Senior Operations and IT Risk & Governance Analyst,5,5,artificial intelligence; assess; fairness; responsible artificial intelligence; testing
Allianz,Bulgaria,EU,yes,Legal Adviser,7,5,ai; copilot; explore; fairness; generative ai
Allianz,Spain,EU,yes,"Multinational Service Expert, Multinational Excellence Centre",9,6,ai; automation; explore; fairness; integrations; policy administration
Allianz,United Kingdom,UK,yes,Roadside Technician - Daventry,6,6,ai; artificial intelligence; assess; data governance; end-to-end; machine learning
Allianz,Germany,EU,no,Werkstudent im Bereich Leben Kundenservice,1,1,künstliche intelligenz
Allianz,Belgium,EU,yes,Delivery Lead - Automation,25,9,automation; automation solutions; end-to-end; expanding; explore; fairness; integrations; rpa; workflow automation
Allianz,United Kingdom,UK,yes,Engineer Surveyor - Lift & Crane - South West London/Croydon,4,3,artificial intelligence; assess; responsible artificial intelligence
Allianz,Netherlands,EU,yes,Internship financial performance & steering,8,8,ai; automated; automating; explore; fairness; genai; transparency; use cases
Allianz,Germany,EU,no,Ausbildung 2027 - Kaufleute für Versicherungen und Finanzanlagen (m/w/d),1,1,fairness
Allianz,France,EU,no,Assistant/e de Souscription et Compliance (Due Diligence)   Alternance 2 ans,2,2,ia; intelligence artificielle
Allianz,Romania,EU,yes,Information Security Expert,8,8,ai; artificial intelligence; escalate; evaluate; explore; genai; generative artificial intelligence; testing
Allianz,United Kingdom,UK,yes,Roadside Technician - Hull,6,6,ai; artificial intelligence; assess; data governance; end-to-end; machine learning
Allianz,Spain,EU,yes,Senior PL/1 Application Developer (m/f/d),5,5,end-to-end; explore; fairness; machine learning; testing
Allianz,Spain,EU,no,Responsable de Contenidos y Storytelling Corporativo,0,0,
Allianz,Spain,EU,no,Presentador - Consultor Financiero,0,0,
Allianz,Portugal,EU,yes,Bilingual Customer Service Analyst (French and English),6,6,ai; artificial intelligence; data governance; explore; fairness; machine learning
Allianz,France,EU,no,Chargé de Pilotage Projet IT (H/F) - Alternance,2,2,ia; intelligence artificielle
Allianz,United Kingdom,UK,yes,Senior Property & Casualty New Business Underwriter,6,6,artificial intelligence; assess; assessment; autonomously; fairness; responsible artificial intelligence
Allianz,Germany,EU,yes,Senior Project Manager Vendor Oversight (f/m/d),8,6,copilot; data privacy; decision tree; escalate; integration; microsoft copilot
Allianz,Romania,EU,yes,Test Analyst with Italian,12,8,ai; artificial intelligence; evaluate; explore; fairness; genai; generative artificial intelligence; testing
Allianz,Poland,EU,no,Koordynator / Koordynatorka ds. Projektów Digitalnych,1,1,ai
Allianz,United Kingdom,UK,yes,Senior Underwriter Construction,8,8,ai; artificial intelligence; assess; evaluate; learning and development; machine learning; ml; policy administration
Allianz,Spain,EU,yes,Underwriter Liability (m/f),5,5,ai; assessment; end to end; explore; policy administration
Allianz,Germany,EU,yes,"Intern/Working Student (m/f/d) Tax Technology, Automation & AI",30,14,ai; artificial intelligence; automate; automation; azure ai; copilot; expand; experimenting; explore; fairness; generative ai; machine learning; microsoft copilot; proof-of-concept
Allianz,Hungary,EU,yes,AI Native DevOps Engineer (L2 Support)_D-3061,20,11,ai; automate; automation; end to end; end-to-end; escalated; integration; ml; mlops; observability; testing
Allianz,France,EU,yes,RFP Manager (f/m/d),10,8,ai; automation; explore; fairness; genai; generative ai; learning and development; workflow automation
Allianz,France,EU,yes,Intern Portfolio Assistant - Multi-Asset Multi-Management (f/m/d),9,6,ai; ai skills; copilot; databricks; learning and development; microsoft copilot
Allianz,Romania,EU,yes,Customer Care Agent,10,7,ai; ai literacy; artificial intelligence; data governance; explore; fairness; machine learning
Allianz,Portugal,EU,no,Gestionnaire de Sinistres Appareils Mobiles et Risques Digitaux,4,4,apprentissage automatique; explore; fairness; ia
Allianz,Sweden,EU,yes,Senior Underwriter Liability,3,3,ai; assess; policy administration
Allianz,Germany,EU,no,Werkstudent im Projektmanagement für Data Insights & Analytics Enablement & Migration (m/w/d),3,3,fairness; ki; künstliche intelligenz
Allianz,Spain,EU,no,Customer Value Proposition Expert,0,0,
Allianz,Germany,EU,no,Ausbildung 2027 - Koch (m/w/d),1,1,fairness
Allianz,Romania,EU,yes,Process Automation Expert,43,15,ai; apis; artificial intelligence; automate; automation; bots; end-to-end; evaluate; genai; generative artificial intelligence; integration; ml; ocr; robotic process automation; rpa
Allianz,France,EU,no,Chargé de relations presse (H/F) - Alternance 12 mois,0,0,
Allianz,France,EU,no,Conseiller Expérimenté en Gestion de Patrimoine H/F - Blois (41),2,2,ia; intelligence artificielle
Allianz,France,EU,no,Conseiller Commercial en Protection Sociale Expérimenté H/F - Paris (75),2,2,ia; intelligence artificielle
Allianz,France,EU,no,Conseiller Commercial en Protection Sociale Expérimenté H/F - Chartres (28),2,2,ia; intelligence artificielle
Allianz,France,EU,no,Conseiller Commercial en Protection Sociale Expérimenté H/F -Le Mans (72),2,2,ia; intelligence artificielle
Allianz,France,EU,no,Conseiller Expérimenté en Gestion de Patrimoine H/F - Dreux (28),2,2,ia; intelligence artificielle
Allianz,France,EU,no,Conseiller Expérimenté en Gestion de Patrimoine H/F - Saint-Didier-sous-Aubenas (07),2,2,ia; intelligence artificielle
Allianz,France,EU,no,Conseiller Expérimenté en Gestion de Patrimoine H/F - Châteauroux (36),2,2,ia; intelligence artificielle
Allianz,Romania,EU,yes,Enterprise Project Manager - Transformation,11,9,ai; artificial intelligence; change management; end-to-end; evaluate; explore; fairness; genai; generative artificial intelligence
Allianz,Germany,EU,yes,Senior Validator Independent Validation Unit (m/f/d) at Allianz SE,4,3,ai; ethical ai; generative ai
Allianz,Germany,EU,yes,Expert Finance Automation Solutions in Group Accounting (m/f/d) at Allianz SE,10,6,ai; automated; automation; automation solutions; ethical ai; generative ai
Allianz,France,EU,no,Conseiller en Gestion de Patrimoine Expérimenté H/F - Cambrai (59),2,2,ia; intelligence artificielle
Allianz,France,EU,no,Conseiller Expérimenté en Gestion de Patrimoine H/F - Vendôme (41),2,2,ia; intelligence artificielle
Allianz,France,EU,no,Conseiller en Gestion de Patrimoine Expérimenté H/F - Secteur 56 - Morbihan,2,2,ia; intelligence artificielle
Allianz,United Kingdom,UK,yes,Roadside Technician - South London,6,6,ai; artificial intelligence; assess; data governance; end-to-end; machine learning
Allianz,Germany,EU,no,Werkstudent im Financial Controlling (m/w/d),3,3,fairness; genai; künstliche intelligenz
Allianz,Germany,EU,yes,Junior Strategy Manager (m/f/x) 1,1,1,explore
Allianz,Germany,EU,yes,(Senior) Tax Expert VAT (m/f/d) at Allianz SE,1,1,ai
Allianz,United Kingdom,UK,yes,Compliance Manager,5,4,artificial intelligence; assess; escalation; responsible artificial intelligence
Allianz,France,EU,no,Conseiller Commercial en Protection Sociale Expérimenté H/F - Aurillac (15),2,2,ia; intelligence artificielle
Allianz,Germany,EU,no,Experte HGB / IFRS Grundsatzfragen - Investment Accounting (m/f/d) in Allianz SE,4,3,automatisierung; fairness; ki
Allianz,Germany,EU,no,Nurse in der med. Assistance (m/w/d)  - Teilzeit 20 h,0,0,
Allianz,France,EU,no,Conseiller Commercial en Protection Sociale Expérimenté H/F - Agen (47),2,2,ia; intelligence artificielle
Allianz,Spain,EU,yes,Project and Governance Management Lead (m/f/d),5,5,ai; end-to-end; explore; fairness; genai
Allianz,Spain,EU,yes,Process Governance Lead_1684,5,5,ai; assess; continuous learning; embedded; transparency
